Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21
10000;1000;20;30;30;25;0.75;1;mixed;Model4;NA;NA;FALSE;4.86;5;5.07;5.55;4.95;5.41;10.53;3.81
10000;1000;20;30;30;25;0.75;1;normal;Model4;NA;NA;FALSE;5.31;5.39;5.23;5.41;5.03;5.41;8.43;3.93
10000;1000;20;30;30;25;0.75;1;normal;Model6;NA;NA;FALSE;95.34;95.38;97.83;98.67;97.69;98.59;99.03;97.53
10000;1000;20;30;30;25;0.5;1;normal;Model2;NA;NA;FALSE;52.66;84.68;70.92;98.38;67.88;98.49;82.27;97.92
10000;1000;20;30;30;25;0.75;1;lognormal;Model4;NA;NA;FALSE;5.83;5.1;5.44;5.36;5.1;5.42;8.08;4.7
10000;1000;20;30;30;25;0.75;1;mixed;Model7;NA;NA;FALSE;44.03;99.59;87.03;100;84.66;100;97.23;100
10000;1000;20;30;30;25;0.5;1;mixed;Model4;NA;NA;FALSE;5.02;4.94;5.31;5.66;5.01;5.4;9.42;4.32
10000;1000;20;30;30;25;0.75;1;lognormal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;lognormal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;mixed;Model6;NA;NA;FALSE;77.05;81.65;95.86;95.66;95.24;95.47;98.5;92.82
10000;1000;20;30;30;25;0.5;1;lognormal;Model2;NA;NA;FALSE;87.74;91.41;97.92;99.2;97.32;99.2;98.9;99.1
10000;1000;20;30;30;25;0.75;1;mixed;Model5;NA;NA;FALSE;63.78;71.63;88.73;89.7;87.73;89.41;95.18;85.31
10000;1000;20;30;30;25;0.75;1;normal;Model2;NA;NA;FALSE;93.68;99.66;95.28;99.95;93.67;99.99;98.22;99.95
10000;1000;20;30;30;25;0.75;1;lognormal;Model1;NA;NA;FALSE;5.85;5.14;5.27;5.44;4.69;5.37;8.05;4.72
10000;1000;20;30;30;25;0.5;1;normal;Model6;NA;NA;FALSE;68.97;67.29;86.11;87.7;85.56;87.86;91.29;83.22
10000;1000;20;30;30;25;0.5;1;mixed;Model6;NA;NA;FALSE;71.61;66.23;94.43;91.41;94.03;91.06;97.18;88.16
10000;1000;20;30;30;25;0.5;1;normal;Model4;NA;NA;FALSE;5.14;5.59;5.13;5.34;5.06;5.36;8.16;3.84
10000;1000;20;30;30;25;0.5;1;mixed;Model1;NA;NA;FALSE;5.4;5.61;6.38;6.78;5.79;6.37;10.89;5.48
10000;1000;20;30;30;25;0.75;1;mixed;Model2;NA;NA;FALSE;41.62;78.65;71.5;95.34;66.98;95.54;87.72;93.74
10000;1000;20;30;30;25;0.75;1;lognormal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;mixed;Model3;NA;NA;FALSE;99.8;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;normal;Model7;NA;NA;FALSE;99.96;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;lognormal;Model2;NA;NA;FALSE;99.75;99.8;99.95;99.96;99.91;99.97;99.98;99.96
10000;1000;20;30;30;25;0.5;1;mixed;Model2;NA;NA;FALSE;37.53;60.44;68.77;91;64.34;90.97;81.29;89.2
10000;1000;20;30;30;25;0.5;1;lognormal;Model4;NA;NA;FALSE;5.81;5.24;5.25;5.4;4.88;5.5;8.18;4.73
10000;1000;20;30;30;25;0.5;1;lognormal;Model1;NA;NA;FALSE;5.78;5.3;5.3;5.33;4.58;5.09;8.25;4.57
10000;1000;20;30;30;25;0.75;1;normal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.5;1;lognormal;Model6;NA;NA;FALSE;100;99.67;100;100;100;100;100;100
10000;1000;20;30;30;25;0.5;1;mixed;Model3;NA;NA;FALSE;98.79;99.82;100;100;100;100;100;100
10000;1000;20;30;30;25;0.5;1;normal;Model3;NA;NA;FALSE;99.12;99.89;99.97;100;99.98;100;100;100
10000;1000;20;30;30;25;0.5;1;normal;Model7;NA;NA;FALSE;92.99;100;99.74;100;99.59;100;99.97;100
10000;1000;20;30;30;25;0.5;1;mixed;Model7;NA;NA;FALSE;48.17;98.25;89.98;100;87.99;100;96.73;100
10000;1000;20;30;30;25;0.5;1;mixed;Model5;NA;NA;FALSE;59.08;56.99;87.15;83.87;86.01;83.47;92.38;80.04
10000;1000;20;30;30;25;0.5;1;lognormal;Model3;NA;NA;FALSE;100;99.99;100;100;100;100;100;100
10000;1000;20;30;30;25;0.75;1;mixed;Model1;NA;NA;FALSE;5.24;5.64;5.67;6.67;5.53;6.51;11.91;4.86
10000;1000;20;30;30;25;0.5;1;lognormal;Model7;NA;NA;FALSE;96.05;99.78;100;100;99.93;100;100;100
10000;1000;20;30;30;25;0.5;1;normal;Model5;NA;NA;FALSE;58.02;57.3;75.78;79.08;74.98;79.3;82.74;73.96
10000;1000;20;30;30;25;0.75;1;lognormal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;25;0.5;1;normal;Model1;NA;NA;FALSE;5.14;5.59;5.13;5.34;5.04;5.34;8.17;4.14
10000;1000;20;30;30;50;0.75;1;normal;Model1;NA;NA;FALSE;5.08;4.88;5.5;5.28;5.34;5.37;8.55;3.47
10000;1000;20;30;30;50;0.75;1;normal;Model5;NA;NA;FALSE;93.05;98.26;95.56;99.63;95.29;99.7;98.19;99.23
10000;1000;20;30;30;50;0.5;1;normal;Model5;NA;NA;FALSE;62.26;74.98;79.68;94.65;78.92;94.98;86.92;90.15
10000;1000;20;30;30;50;0.5;1;normal;Model6;NA;NA;FALSE;72.19;83.31;89.35;97.67;88.69;97.69;93.8;95.13
10000;1000;20;30;30;50;0.75;1;lognormal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;normal;Model2;NA;NA;FALSE;52.78;82.64;70.75;98.02;67.6;98.28;83.18;96.56
10000;1000;20;30;30;50;0.5;1;lognormal;Model7;NA;NA;FALSE;99.81;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.75;1;lognormal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.75;1;lognormal;Model4;NA;NA;FALSE;5.12;5.14;5.42;5.24;5;5.33;8.44;3.78
10000;1000;20;30;30;50;0.75;1;mixed;Model4;NA;NA;FALSE;5.07;5.07;5.55;5.43;5.55;5.18;11.24;2.92
10000;1000;20;30;30;50;0.75;1;mixed;Model1;NA;NA;FALSE;5.47;5.46;6.09;6.68;5.9;6.38;12.46;3.83
10000;1000;20;30;30;50;0.75;1;mixed;Model3;NA;NA;FALSE;99.74;100;100;100;99.99;100;100;100
10000;1000;20;30;30;50;0.5;1;mixed;Model3;NA;NA;FALSE;98.51;99.79;99.98;100;99.98;100;100;100
10000;1000;20;30;30;50;0.5;1;lognormal;Model4;NA;NA;FALSE;5.26;5.01;5.34;5.25;4.94;5.46;8.51;4.02
10000;1000;20;30;30;50;0.5;1;mixed;Model4;NA;NA;FALSE;5.13;4.89;5.53;5.5;5.21;5.28;9.71;3.11
10000;1000;20;30;30;50;0.5;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;mixed;Model7;NA;NA;FALSE;79.65;100;99.96;100;99.91;100;100;100
10000;1000;20;30;30;50;0.75;1;normal;Model2;NA;NA;FALSE;93.21;99.45;95.12;99.96;93.74;99.95;98.23;99.88
10000;1000;20;30;30;50;0.75;1;lognormal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;mixed;Model5;NA;NA;FALSE;60.05;56.62;88.06;84.75;86.99;84.29;93.67;77.44
10000;1000;20;30;30;50;0.75;1;mixed;Model2;NA;NA;FALSE;42.59;80.27;71.48;96.27;67.83;96.3;88.81;92.69
10000;1000;20;30;30;50;0.75;1;mixed;Model7;NA;NA;FALSE;71.65;100;99.83;100;99.76;100;99.99;100
10000;1000;20;30;30;50;0.5;1;mixed;Model1;NA;NA;FALSE;5.53;5.31;6.48;6.56;6.04;6.36;11.07;4.39
10000;1000;20;30;30;50;0.5;1;lognormal;Model6;NA;NA;FALSE;100;99.63;100;100;100;100;100;100
10000;1000;20;30;30;50;0.75;1;lognormal;Model1;NA;NA;FALSE;4.98;5.14;5.17;5.25;4.54;5.26;8.18;4.14
10000;1000;20;30;30;50;0.5;1;lognormal;Model1;NA;NA;FALSE;5.19;5.18;5.31;5.39;4.81;5.33;8.46;4.29
10000;1000;20;30;30;50;0.75;1;mixed;Model5;NA;NA;FALSE;64.7;71.83;89.71;90.18;88.61;89.97;95.84;83.15
10000;1000;20;30;30;50;0.5;1;mixed;Model6;NA;NA;FALSE;70.63;65.76;94.63;91.26;94.22;90.96;97.32;85.43
10000;1000;20;30;30;50;0.75;1;normal;Model4;NA;NA;FALSE;5.08;4.88;5.5;5.28;5.33;5.28;8.53;3.12
10000;1000;20;30;30;50;0.5;1;lognormal;Model3;NA;NA;FALSE;99.99;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.75;1;lognormal;Model2;NA;NA;FALSE;99.8;99.87;99.99;100;99.97;100;100;100
10000;1000;20;30;30;50;0.75;1;mixed;Model6;NA;NA;FALSE;76.05;81.4;95.98;95.46;95.54;95.36;98.56;90.31
10000;1000;20;30;30;50;0.75;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;mixed;Model2;NA;NA;FALSE;38.38;61.25;68.91;91.27;64.64;91.3;82.16;87.12
10000;1000;20;30;30;50;0.5;1;normal;Model3;NA;NA;FALSE;99.09;99.96;99.99;100;99.99;100;100;100
10000;1000;20;30;30;50;0.75;1;normal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;lognormal;Model2;NA;NA;FALSE;88.41;92.32;97.98;99.57;97.21;99.54;99.25;99.38
10000;1000;20;30;30;50;0.75;1;normal;Model6;NA;NA;FALSE;97.19;99.51;98.83;99.91;98.81;99.94;99.54;99.78
10000;1000;20;30;30;50;0.5;1;normal;Model4;NA;NA;FALSE;4.99;5.1;5.5;5.48;5.35;5.53;8.59;3.38
10000;1000;20;30;30;50;0.75;1;lognormal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;50;0.5;1;lognormal;Model5;NA;NA;FALSE;100;97.94;100;99.99;100;99.98;100;99.92
10000;1000;20;30;30;50;0.5;1;normal;Model1;NA;NA;FALSE;4.99;5.1;5.5;5.48;5.35;5.51;8.65;3.71
10000;1000;20;30;30;100;0.75;1;normal;Model5;NA;NA;FALSE;94.45;99.74;97.05;99.95;96.95;99.94;98.71;99.86
10000;1000;20;30;30;100;0.5;1;normal;Model1;NA;NA;FALSE;5.06;5.06;5.21;5.01;5.09;5.13;8.26;2.61
10000;1000;20;30;30;100;0.5;1;normal;Model5;NA;NA;FALSE;64.38;86.32;82.32;98.65;81.86;98.73;89.4;95.98
10000;1000;20;30;30;100;0.5;1;mixed;Model7;NA;NA;FALSE;89.05;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model3;NA;NA;FALSE;99.72;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model5;NA;NA;FALSE;64.92;72.44;89.57;90.28;88.9;89.95;95.99;78.88
10000;1000;20;30;30;100;0.5;1;lognormal;Model6;NA;NA;FALSE;100;99.71;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;normal;Model6;NA;NA;FALSE;98.5;99.92;99.31;100;99.23;100;99.73;99.98
10000;1000;20;30;30;100;0.5;1;normal;Model6;NA;NA;FALSE;76.33;92.09;91.78;99.61;91.11;99.6;95.38;98.26
10000;1000;20;30;30;100;0.75;1;normal;Model2;NA;NA;FALSE;92.41;99.47;94.4;99.97;92.9;99.97;98.02;99.9
10000;1000;20;30;30;100;0.5;1;mixed;Model3;NA;NA;FALSE;98.67;99.76;99.99;100;99.99;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model7;NA;NA;FALSE;81.82;100;99.99;100;99.99;100;100;100
10000;1000;20;30;30;100;0.75;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model6;NA;NA;FALSE;77.67;82.05;96.33;95.8;96.02;95.61;98.95;87.13
10000;1000;20;30;30;100;0.5;1;mixed;Model4;NA;NA;FALSE;5.08;5.08;5.69;5.29;5.04;5.13;10.13;2.19
10000;1000;20;30;30;100;0.5;1;lognormal;Model4;NA;NA;FALSE;5.12;4.74;5.23;5.18;4.86;5.3;8.07;3.09
10000;1000;20;30;30;100;0.75;1;lognormal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;lognormal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;lognormal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.5;1;mixed;Model5;NA;NA;FALSE;60.53;56.62;87.78;84.8;86.92;84.44;93.58;72.25
10000;1000;20;30;30;100;0.5;1;lognormal;Model7;NA;NA;FALSE;99.96;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model4;NA;NA;FALSE;4.87;4.99;5.28;5.51;5.14;5.26;11.29;1.99
10000;1000;20;30;30;100;0.75;1;lognormal;Model4;NA;NA;FALSE;5.15;4.79;5.28;5.16;4.71;5.47;8.2;3.04
10000;1000;20;30;30;100;0.5;1;normal;Model4;NA;NA;FALSE;5.06;5.06;5.21;5.01;5.09;5.24;8.21;2.3
10000;1000;20;30;30;100;0.5;1;mixed;Model1;NA;NA;FALSE;5.62;5.73;6.71;6.42;6.04;6.14;11.7;3.2
10000;1000;20;30;30;100;0.5;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.5;1;lognormal;Model1;NA;NA;FALSE;5.14;4.81;5.13;5.32;4.69;5.15;8.11;3.2
10000;1000;20;30;30;100;0.5;1;normal;Model2;NA;NA;FALSE;51.62;80.68;70.09;97.82;66.69;98.04;81.58;95.07
10000;1000;20;30;30;100;0.75;1;lognormal;Model1;NA;NA;FALSE;5.02;4.86;5.31;5.45;4.65;5.25;8.03;3.31
10000;1000;20;30;30;100;0.75;1;mixed;Model1;NA;NA;FALSE;5.3;5.69;6.06;6.44;5.94;6.41;12.86;2.88
10000;1000;20;30;30;100;0.5;1;lognormal;Model3;NA;NA;FALSE;99.99;99.97;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;lognormal;Model2;NA;NA;FALSE;99.75;99.87;99.99;100;99.96;100;100;99.99
10000;1000;20;30;30;100;0.75;1;normal;Model4;NA;NA;FALSE;5.01;5.1;5.1;5.25;5.13;5.09;8.18;2.14
10000;1000;20;30;30;100;0.5;1;mixed;Model2;NA;NA;FALSE;36.44;59.64;68.12;91.28;63.54;91.28;82.33;83.71
10000;1000;20;30;30;100;0.5;1;mixed;Model6;NA;NA;FALSE;72.02;66.92;95.38;91.89;94.95;91.72;97.8;81.78
10000;1000;20;30;30;100;0.75;1;normal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;20;30;30;100;0.75;1;normal;Model1;NA;NA;FALSE;5.01;5.1;5.1;5.25;5.08;5.06;8.23;2.41
10000;1000;20;30;30;100;0.5;1;lognormal;Model2;NA;NA;FALSE;87.41;91.48;98.05;99.54;97.36;99.49;99.12;99.06
10000;1000;20;30;30;100;0.5;1;normal;Model3;NA;NA;FALSE;99.3;99.97;99.99;100;99.98;100;100;100
10000;1000;20;30;30;100;0.75;1;mixed;Model2;NA;NA;FALSE;41.18;79.22;70.73;96.32;66.63;96.44;88.96;89.24
10000;1000;20;30;30;100;0.5;1;lognormal;Model5;NA;NA;FALSE;100;98.11;100;99.98;100;99.99;100;99.89
10000;1000;20;30;30;100;0.75;1;lognormal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;normal;Model1;NA;NA;FALSE;5.34;5.31;5.03;5.46;5.11;5.5;8.04;4.26
10000;1000;200;300;300;25;0.75;1;normal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;normal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;normal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;mixed;Model1;NA;NA;FALSE;14.57;25.15;26.81;52.41;26.87;52.39;37.98;48.5
10000;1000;200;300;300;25;0.75;1;mixed;Model4;NA;NA;FALSE;5.07;5.29;5.33;5.44;5.23;5.42;10.59;3.96
10000;1000;200;300;300;25;0.75;1;mixed;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;normal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;mixed;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;mixed;Model1;NA;NA;FALSE;11.22;28.25;23.52;53.63;23.4;53.18;39.6;48.47
10000;1000;200;300;300;25;0.75;1;mixed;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;lognormal;Model1;NA;NA;FALSE;5.6;5.48;5.36;5.47;5.37;5.48;8.09;4.92
10000;1000;200;300;300;25;0.75;1;normal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;normal;Model4;NA;NA;FALSE;5.34;5.31;5.03;5.46;5.08;5.51;8.06;4.28
10000;1000;200;300;300;25;0.5;1;mixed;Model4;NA;NA;FALSE;5.03;5.31;5.27;5.52;5.33;5.45;9.4;4.15
10000;1000;200;300;300;25;0.5;1;mixed;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;mixed;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;mixed;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;mixed;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;normal;Model1;NA;NA;FALSE;5.44;5.45;5.08;5.11;5.05;5.17;7.91;4.06
10000;1000;200;300;300;25;0.75;1;lognormal;Model4;NA;NA;FALSE;5.46;5.47;5.32;5.19;5.29;5.38;8.01;4.65
10000;1000;200;300;300;25;0.75;1;lognormal;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;mixed;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;lognormal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;mixed;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;lognormal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;lognormal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;mixed;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;normal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;lognormal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model1;NA;NA;FALSE;5.46;5.65;5.58;5.35;5.43;5.46;8.13;4.74
10000;1000;200;300;300;25;0.5;1;lognormal;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model4;NA;NA;FALSE;5.37;5.43;5.65;5.19;5.5;5.36;8.23;4.67
10000;1000;200;300;300;25;0.5;1;normal;Model4;NA;NA;FALSE;5.44;5.45;5.08;5.11;5.05;5.17;7.96;4.08
10000;1000;200;300;300;25;0.5;1;normal;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;normal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.5;1;lognormal;Model3;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;25;0.75;1;normal;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.5;1;normal;Model1;NA;NA;FALSE;5.02;5.11;5.09;4.86;5.16;5.04;7.61;3.04
10000;1000;200;300;300;50;0.5;1;normal;Model6;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.75;1;mixed;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.5;1;mixed;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.5;1;normal;Model4;NA;NA;FALSE;5.02;5.11;5.09;4.86;5.17;5.09;7.56;3.13
10000;1000;200;300;300;50;0.5;1;mixed;Model1;NA;NA;FALSE;13.48;24.24;25.8;50.34;25.66;50.47;37.75;43.91
10000;1000;200;300;300;50;0.5;1;normal;Model5;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.5;1;mixed;Model7;NA;NA;FALSE;100;100;100;100;100;100;100;100
10000;1000;200;300;300;50;0.75;1;mixed;Model4;NA;NA;FALSE;4.81;5.32;4.97;4.93;4.97;4.96;10.61;3.13
10000;1000;200;300;300;50;0.5;1;mixed;Model2;NA;NA;FALSE;100;100;100;100;100;100;100;100
